"school.name","school.city","school.state","school.ownership","school.degrees_awarded.highest","school.degrees_awarded.predominant"
"Paul Mitchell the School-Nampa","Nampa","ID",3,1,1
"Academy of Beauty Professionals","Madison","WI",3,1,1
"Academy of Beauty Professionals","Appleton","WI",3,1,1
"Academy of Beauty Professionals","Green Bay","WI",3,1,1
"Kenneth Shuler School of Cosmetology-Goose Creek","Goose Creek","SC",3,1,1
"Clovis Community College","Fresno","CA",1,2,2
"Boca Beauty Academy-Parkland","Parkland","FL",3,1,1
"American Beauty Academy-West Valley Campus","West Valley City","UT",3,1,1
"Caribbean Aviation Training Institute Inc","Carolina","PR",3,1,1
"The College of Health Care Professions-McAllen Campus","McAllen","TX",3,2,1
"Institute of Buddhist Studies","Berkeley","CA",2,4,4
"Chamberlain University-North Carolina","Charlotte","NC",3,3,3
"Chamberlain University-California","Rancho Cordova","CA",3,3,3
"Spartan College of Aeronautics and Technology","Riverside","CA",3,1,1
"Purdue University Global","West Lafayette","IN",1,4,1
"Pima Medical Institute-Dillon","Dillon","MT",3,2,1
"Arthur's Beauty College","Jonesboro","AR",3,1,1
"West Coast University-Center for Graduate Studies","Los Angeles","CA",3,4,4
"Carolina University","Winston-Salem","NC",2,4,3
"National Personal Training Institute-Tampa","Tampa","FL",3,1,1
"Presbyterian Theological Seminary in America","Santa Fe Springs","CA",2,4,3
"HCI College","West Palm Beach","FL",3,2,1
"America Evangelical University","Gardena","CA",2,4,3
"Gadsden Technical College","Quincy","FL",1,1,1
"Virginia University of Integrative Medicine","Vienna","VA",2,4,4
"Nashville Film Institute","Nashville","TN",3,1,1
"Los Angeles Academy of Figurative Art","Van Nuys","CA",3,1,1
"Westcliff University","Irvine","CA",3,4,3
"World Class Academy of Beauty Careers","Tallahassee","FL",3,1,1
"Allied Health Careers Institute","Murfreesboro","TN",3,1,1
"Sacramento Ultrasound Institute","Sacramento","CA",3,2,1
"Regan Career Institute","El Monte","CA",3,1,1
"Bolivar Technical College","Bolivar","MO",2,3,2
"MAK Beauty Institute","Cumming","GA",3,1,1
"Reformed University","Lawrenceville","GA",2,4,3
"Mobile Technical Training","South Hackensack","NJ",3,1,1
"American Barber and Beauty Academy","Reading","PA",3,1,1
"Master's Barber & Styling College","Old Hickory","TN",3,1,1
"Yeshiva Shaar Ephraim","Monsey","NY",2,3,2
"California Institute of Arts & Technology","San Diego","CA",3,2,1
"Elite Cosmetology Barber & Spa Academy","Yakima","WA",3,1,1
"Cutting Edge Academy","Succasunna","NJ",3,1,1
"Yeshiva Bais Aharon","Lakewood","NJ",2,0,3
"Mechon L'hoyroa","Monsey","NY",2,3,3
"Elyon College","Brooklyn","NY",2,2,2
"Western Michigan University Homer Stryker M.D. School of Medicine","Kalamazoo","MI",2,4,4
"Harmony Health Care Institute","Merrimack","NH",3,1,1
"American Beauty Schools","Miami","FL",3,1,1
"Hogan Institute of Cosmetology and Esthetics","Lilburn","GA",3,1,1
"J's Barber College","New Iberia","LA",3,1,1
"Ann Webb Skin Institute","Austin","TX",3,1,1
"Apex Academy Hair Skin Nails School of Cosmetology","Ontario","OH",3,1,1
"The Esthetic Institute","Vienna","VA",3,1,1
"Massage Institute of Memphis","Memphis","TN",3,1,1
"Metro Detroit Barber College","Detroit","MI",2,1,1
"Digital Media Institute","Shreveport","LA",2,2,1
"Yeshiva Ohr Naftoli","New Windsor","NY",2,2,2
"Bais Medrash Mayan Hatorah","Lakewood","NJ",2,3,2
"Allgood Beauty Institute","Frisco","TX",3,1,1
"Ray J's College of Hair","Baton Rouge","LA",3,1,1
"Manuel and Theresa's School of Hair Design","Brenham","TX",3,1,1
"Cincinnati School of Barbering & Hair Design","Cincinnati","OH",3,1,1
"L Makeup Institute","Las Vegas","NV",3,1,1
"Peloton College","Arlington","TX",3,1,1
"Northern Technical College","Pine Bluff","AR",3,1,1
"Maine Media College","Rockport","ME",2,4,1
"Purdue University Northwest","Hammond","IN",1,4,3
"Ross Medical Education Center-Portage","Portage","MI",3,1,1
"Ross College-Canton","Canton","OH",3,2,2
"Ross College-Grand Rapids North","Grand Rapids","MI",3,1,1
"American Institute-Somerset","Somerset","NJ",3,1,1
"Platt College-Anaheim","Anaheim","CA",3,3,2
"Advantage Career Institute","Eatontown","NJ",3,1,1
"Bull City Durham Beauty and Barber College","Durham","NC",3,1,1
"Fortis College-Cutler Bay","Cutler Bay","FL",3,2,2
"Yeshiva Kollel Tifereth Elizer","Brooklyn","NY",2,3,3
"Strand Institute of Beauty & Esthetics","Portland","TX",3,1,1
"Arkansas Welding Academy","Jacksonville","AR",3,1,1
"Unitech Training Academy-Baton Rouge","Baton Rouge","LA",3,1,1
"Empire Beauty School-Tampa","Tampa","FL",3,1,1
"Empire Beauty School-Lakeland","Lakeland","FL",3,1,1
"Galen College of Nursing-ARH","Hazard","KY",3,2,2
"The Chicago School at San Diego","San Diego","CA",2,4,3
"Commercial Divers International","Goodyear","AZ",3,1,1
"Tricoci University of Beauty Culture-Janesville","Janesville","WI",3,1,1
"Unlimited Cosmetology School","Hattiesburg","MS",3,1,1
"Johnny Matthew's Hairdressing Training School","Salem","OR",3,1,1
"The Culinary School of Fort Worth","Fort Worth","TX",3,1,1
"Centralia Beauty College","Centralia","WA",3,1,1
"University of Wisconsin-Milwaukee Flex","Milwaukee","WI",1,3,3
"University of Wisconsin-Parkside Flex","Kenosha","WI",1,3,3
"Miller-Motte College-STVT-Arlington","Arlington","TX",3,1,1
"Bnos Zion Of Bobov Seminary","Brooklyn","NY",2,2,1
"ABC Adult School","Cerritos","CA",1,1,1
"Polytech Adult Education","Woodside","DE",1,1,1
"California Institute of Medical Science","Clovis","CA",3,1,1
"Union Bible College","Westfield","IN",2,3,1
"Pets Playground Grooming School","Pompano Beach","FL",3,1,1
"San Bernardino Beauty College","San Bernardino","CA",3,1,1
"Christina and Company Education Center","Lafayette","IN",3,1,1
"Institute of Medical Ultrasound","Atlanta","GA",3,1,1
"Mystros Barber Academy","Houston","TX",2,1,1
"European Medical School of Massage","Sinking Spring","PA",3,1,1
"Yeshiva Gedolah Tiferes Boruch","North Plainfield","NJ",2,3,3
"Yeshiva Chemdas Hatorah","Lakewood","NJ",2,3,2
"Women's Institute of Torah Seminary and College","Baltimore","MD",2,3,3
"Yeshiva Gedolah Keren Hatorah","Lakewood","NJ",2,2,2
"ICOHS College","San Diego","CA",2,1,1
"Neo-Esthetique European Institute","San Juan","PR",3,1,1
"Lehigh Valley Barber School","Bethlehem","PA",3,1,1
"International Barber College","Chandler","AZ",3,1,1
"Brown Beauty Barber School","Bessemer","AL",3,1,1
"Rexburg College of Massage Therapy","Rexburg","ID",3,1,1
"Yeshiva Gedolah of Cliffwood","Keyport","NJ",2,3,3
"Goshen School of Cosmetology","Cleveland","MS",3,1,1
"IBS School of Cosmetology and Massage","Kahului","HI",3,1,1
"UR Beauty & Barber Academy","Sebring","FL",3,1,1
"Urban Barber College","Concord","CA",3,1,1
"Yeshivas Emek Hatorah","Howell","NJ",2,3,3
"Transitions Career Institute School of Nursing","Flushing","NY",3,1,1
"Wilton Simpson Technical College","Brooksville","FL",1,1,1
"Stacey James Institute","Parker","CO",3,1,1
"Meridian University","Petaluma","CA",3,4,4
"Seminary Bnos Chaim","Lakewood","NJ",2,2,1
"Avenue Academy A Cosmetology Institute","Albuquerque","NM",3,1,1
"Salon Professional Academy of San Antonio","San Antonio","TX",3,1,1
"Red Lake Nation College","Red Lake","MN",1,2,2
"Princess Institute of Beauty","Reedley","CA",3,1,1
"Vogue International Academy","Houston","TX",3,1,1
"Independent Training & Apprenticeship Program","Sacramento","CA",3,1,1
"Victory Career College","Carson","CA",3,1,1
"Winonah's International School of Cosmetology","Hoover","AL",3,1,1
"Yeshiva Gedola Tiferes Yerachmiel","Lakewood","NJ",2,3,2
"Southeastern Esthetics Institute","Elgin","SC",3,1,1
"Installer Institute","Holly Hill","FL",3,1,1
"Caris College","Jeffersonville","IN",3,2,1
"Contra Costa Medical Career College","Antioch","CA",3,2,1
"Another Level Barbering and Cosmetology School","Petersburg","VA",3,1,1
"The Salon Professional Academy-Georgetown","Georgetown","TX",3,1,1
"Elite Academy of Hair Design","Bridgeport","OH",3,1,1
"Americare Technical School","Park Ridge","IL",3,1,1
"Champion Christian College","Hot Springs","AR",2,3,3
"Chicago Professional Center","Prospect Heights","IL",3,1,1
"D&S School of Cosmetology","Waterford","MI",3,1,1
"DSDT","Detroit","MI",3,1,1
"Elite Beauty College","Muskogee","OK",3,1,1
"Reiss-Davis Graduate School","Los Angeles","CA",2,4,4
"GoodFellas Barber College","Little Rock","AR",3,1,1
"Escondido Adult School","Escondido","CA",1,1,1
"Poway Adult School","Poway","CA",1,1,1
"Vista Adult School","Vista","CA",1,1,1
"The Salon Professional Academy-Delray Beach","Delray Beach","FL",3,1,1
"No Grease Barber School","Charlotte","NC",3,1,1
"Pima Medical Institute-San Marcos","San Marcos","CA",3,2,1
"EDP University of Puerto Rico-Villalba","Villalba","PR",2,2,2
"The Chicago School at Dallas","Richardson","TX",2,4,4
"American Massage & Bodywork Institute","Vienna","VA",3,1,1
"KCK Beauty & Barber Academy","Jacksonville","FL",3,1,1
"California College of Barbering and Cosmetology","Stockton","CA",3,1,1
"Texas Tech University Health Sciences Center-El Paso","El Paso","TX",1,4,3
"Ponce Health Sciences University-Centro Universitario de San Juan","Santurce","PR",3,4,4
"The College of Health Care Professions-South San Antonio","San Antonio","TX",3,2,1
"Innovate Salon Academy","Ewing","NJ",3,1,1
"Chamberlain University-Louisiana","Jefferson","LA",3,3,3
"Drury University-College of Continuing Professional Studies","Springfield","MO",2,3,3
"Global Medical & Technical Training Institute","Miami","FL",3,1,1
"Salon Success Academy-West Covina","West Covina","CA",3,1,1
"Indiana Institute of Technology-College of Professional Studies","Fort Wayne","IN",2,3,3
"Advantage Technical College","San Juan","PR",3,1,1
"Institute of Culinary Education","Pasadena","CA",3,2,1
"Universal Technical Institute-Bloomfield","Bloomfield","NJ",3,1,1
"Gould's Academy","Bartlett","TN",3,1,1
"Urban Academy of Beauty","Rio Rancho","NM",3,1,1
"WellSpring School of Allied Health-Springfield","Springfield","MO",3,2,1
"Medical Career College of Northern California","Roseville","CA",3,1,1
"Premiere International College","Fort Myers","FL",3,2,2
"San Diego Global Knowledge University","San Diego","CA",3,4,1
"Global Tech College","Toledo","OH",3,1,1
"Crown Cutz Academy Bristol","Bristol","VA",3,1,1
"MCI","McAllen","TX",3,1,1
"Central Pennsylvania Diesel Institute","Liverpool","PA",3,1,1
"Bellasa Professional Institute","Miami Springs","FL",3,1,1
"PMCA Pittsburgh Multicultural Cosmetology Academy","Pittsburgh","PA",3,1,1
"Health and Technology Training Institute","Philadelphia","PA",2,0,1
"Yeshiva of Ocean","Greenfield Park","NY",2,3,2
"Congregation Talmidei Mesivta Tiferes Shmiel Aleksander","Brooklyn","NY",2,3,3
"Young Americans College of the Performing Arts","Corona","CA",2,2,2
"Pro Beauty Academy","Edison","NJ",3,1,1
"South Eastern Beauty Academy","Paintsville","KY",3,1,1
"Ohel Margulia Seminary","Monsey","NY",2,2,1
"Montana Barber Institute","El Paso","TX",3,1,1
"Yeshivat Hechal Shemuel","Brooklyn","NY",2,3,2
"Professional University Dr. Carlos J. Borrero Rios","Hato Rey","PR",3,4,4
"American Institute of Healthcare & Technology","Stratford","CT",3,1,1
"Premier Academy of Cosmetology","McAlester","OK",3,1,1
"Yeshiva Gedolah of Woodlake Village","Lakewood","NJ",2,3,2
"Yeshiva Gedola Tiferes Yaakov Yitzchok","Lakewood","NJ",2,3,2
"Houston Barber School","Houston","TX",3,1,1
"Health-Tech Institute of Memphis","Memphis","TN",3,1,1
"MIXED Institute of Cosmetology & Barber","Sacramento","CA",3,1,1
"Vski Cosmetology School","Charleston","SC",2,1,1
"New York Seminary","Brooklyn","NY",2,2,1
"Deluxe Barber College","San Antonio","TX",3,1,1
"Falcon Institute of Health and Science","Bethlehem","PA",3,1,1
"College Unbound","Providence","RI",2,3,3
"Midwest Barber College","Topeka","KS",3,1,1
"A Better U Beauty Barber Academy","Albuquerque","NM",3,1,1
"SANS Technology Institute","North Bethesda","MD",3,4,1
"Tuana European Beauty Academy","Fort Collins","CO",3,1,1
"Idaho College of Osteopathic Medicine","Meridian","ID",3,4,4
"Cal Northern School of Law","Chico","CA",3,4,4
"College of Athens","Watkinsville","GA",2,0,3
"Southern Careers Institute-Waco","Waco","TX",3,1,1
"Elevate Salon Institute","Durham","NC",3,1,1
"Ponce Health Sciences University-St Louis","St. Louis","MO",3,4,4
"Lil Lou's Beauty and Barber College-Hammond","Hammond","IN",3,1,1
"Arizona College of Nursing-Dallas","Dallas","TX",3,3,3
"The Salon Professional Academy-Washington DC","Washington","DC",3,1,1
"Valley College-Cleveland","Cleveland","OH",3,2,1
"EDP University of Puerto Rico-Humacao","Humacao","PR",2,3,2
"EDP University of Puerto Rico-Manati","Manati","PR",2,3,2
"UEI College-Sacramento","Sacramento","CA",3,1,1
"Fortis Institute-Cookeville","Cookeville","TN",3,2,2
"Derech Hachaim Seminary","Monroe","NY",2,1,1
"Evvaylois Academy School of Beauty","Brenham","TX",2,1,1
"Avenue Five Institute-South Austin Campus","Austin","TX",3,1,1
"Sattler College","Boston","MA",2,3,1
"Glasgow Caledonian New York College","New York","NY",2,4,4
"Pima Medical Institute-San Antonio","San Antonio","TX",3,2,1
"Faith Theological Seminary and Christian College","Tampa","FL",2,4,1
"The Southwestern Baptist Theological Seminary","Fort Worth","TX",2,4,1
"Lotus Professional College","Richmond","VA",3,1,1
"Christ Mission College","San Antonio","TX",2,3,3
"Esteem Academy of Beauty","South Ogden","UT",3,1,1
"KC Beauty Academy","Los Angeles","CA",3,1,1
"Urshan College","Wentzville","MO",2,3,3
"Texas Healthtech Institute","Beaumont","TX",3,1,1
"Xtylo Beauty College","Phoenix","AZ",3,1,1
"Tonsorial Arts Barber College","Texarkana","TX",3,1,1
"Michael's Barber & Hair Stylist Academy","Irving","TX",3,1,1
"Yeshiva Yesoda Hatorah Vetz Chaim","Brooklyn","NY",2,3,3
"North-West College-San Diego","San Diego","CA",3,2,2
"West Virginia Junior College-United Career Institute","Irwin","PA",3,2,2
"Aviation Institute of Maintenance-Charlotte","Charlotte","NC",3,1,1
"Ponce Health Sciences University-East","Ponce","PR",3,4,3
"Fortis College-Landover","Landover","MD",3,2,1
"Stautzenberger College-Rockford Career College","Rockford","IL",3,2,1
"WellSpring School of Allied Health-Wichita","Wichita","KS",3,2,1
"Access Careers-Islandia","Islandia","NY",3,1,1
"Northern Pennsylvania Regional College","Warren","PA",1,2,2
"Apex College of Veterinary Technology","Colorado Springs","CO",3,2,2
"Meryma'at Barber College","Cleveland","OH",3,1,1
"Western Maricopa Education Center","Glendale","AZ",1,1,1
"Bais Medrash of Dexter Park","Chestnut Ridge","NY",2,3,2
"Makana Esthetics Wellness Academy","Honolulu","HI",3,1,1
"Oak Valley College","Rialto","CA",2,3,3
"Paul Mitchell the School-San Jose","San Jose","CA",3,1,1
"Zion Massage College","St. George","UT",3,1,1
"Great Lakes Boat Building School","Cedarville","MI",2,1,1
"Austin Career Institute","Austin","TX",3,1,1
"Professional Culinary Academy","Buffalo","NY",3,1,1
"Pacific Northwest Christian College","Kennewick","WA",2,2,2
"Hollywood Cultural College","Los Angeles","CA",3,1,1
"Mariano Moreno Culinary Institute","Miami","FL",3,2,1
"Alder Graduate School of Education","Redwood City","CA",2,4,4
"Webb's Barber School of Arts","Macon","GA",3,1,1
"Adrian H. Wallace Barber Academy","Pensacola","FL",3,1,1
"St. Louis Med Tech","St. Louis","MO",2,1,1
"Total Beauty Institute","Jacksonville","FL",2,1,1
"Pearlands Innovative School of Beauty","Pearland","TX",3,1,1
"Durant Institute of Hair Design","Durant","OK",3,1,1
"Premiere Aesthetics Institute","Bend","OR",3,1,1
"California Indian Nations College","Palm Desert","CA",1,2,2
"Indian Bible College","Flagstaff","AZ",2,3,1
"Florida Professional Institute","Miami","FL",3,1,1
"The Professional Cosmetology Academy","Laredo","TX",3,1,1
"Hackensack Meridian School of Medicine","Nutley","NJ",2,4,4
"Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School","Southgate","MI",3,1,1
"Paul Mitchell the School-North Tahoe","Truckee","CA",3,1,1
"Paul Mitchell the School-Fort Lauderdale","Plantation","FL",3,1,1
"PCI Academy-Iowa City","Iowa City","IA",3,1,1
"Larry's Barber College","Chicago","IL",3,1,1
"Paul Mitchell the School-Provo","Provo","UT",3,1,1
"Arizona College of Nursing-Tampa","Tampa","FL",3,3,3
"Arizona College of Nursing-Fort Lauderdale","Fort Lauderdale","FL",3,3,3
"Arizona College of Nursing-Tucson","Tucson","AZ",3,3,3
"Arizona College of Nursing-Phoenix","Phoenix","AZ",3,3,3
"Empire Beauty School-Newport News","Newport News","VA",3,1,1
"Tricoci University of Beauty Culture-Normal","Normal","IL",3,1,1
"Elite Welding Academy","Houston","TX",3,1,1
"Paul Mitchell the School-Murfreesboro-Nashville","Hendersonville","TN",3,1,1
"Dorsey College-Woodhaven","Woodhaven","MI",3,1,1
"Pathways College","Phoenix","AZ",2,3,3
"San Joaquin Valley College-Delano","Delano","CA",3,1,1
"San Joaquin Valley College-Rancho Mirage","Rancho Mirage","CA",3,2,1
"San Joaquin Valley College-Santa Maria","Santa Maria","CA",3,2,1
"Advantage Technical College-Aguadilla","Aguadilla","PR",3,1,1
"San Joaquin Valley College-Porterville","Porterville","CA",3,1,1
"California University of Science and Medicine","Colton","CA",2,4,4
"Ruben's Five Star Academy","Lake Wales","FL",3,1,1
"Mason Anthony School of Cosmetology Arts & Sciences","Columbus","OH",3,0,1
"California Institute of Arts & Technology-National City","National City","CA",3,2,1
"Triangle Tech-Chambersburg","Chambersburg","PA",3,2,2
"Provo College-Idaho Falls Campus","Idaho Falls","ID",3,1,1
"Eagle Gate College-Boise Campus","Boise","ID",3,4,3
"Elite Welding Academy South Point","South Point","OH",3,1,1
"Agape College of Business and Science","Fresno","CA",2,1,1
"Zorganics Institute of Beauty and Wellness","Bellingham","WA",3,1,1
"Daybreak University","Anaheim","CA",2,4,4
"Motion Picture Institute","Troy","MI",3,1,1
"Zen Shiatsu Chicago","Evanston","IL",3,1,1
"The  Salon Professional Academy of Holland","Holland","MI",3,1,1
"Dymond Designs Beauty School","Detroit","MI",3,1,1
"National Institute for Medical Assistant Advancement (NIMAA)","Denver","CO",2,1,1
