"","date","locality","state","school.name","location","title","event_type","organizations","participants","claims_summary","size_mean","year","schools","method","school.city","school.state","school.ownership","school.degrees_awarded.highest","state_politics","public","region","pal","arrests"
"85",2025-08-29,"iowa city","ia","University of Iowa","university of iowa","Protest for Palestine","rally; march","Iowans for Palestine",NA,"for Palestinian liberation",NA,2025,NA,"Chenoweth","Iowa City","IA",1,4,"Republican-State","Public","midwest","Gaza Related","No Arrests"
"86",2025-08-29,"staunton","va","Mary Baldwin University","mary baldwin university",NA,"demonstration",NA,"students","for answers about why the former MBU president resigned; against the resignation of the former MBU president",36,2025,NA,"Chenoweth","Staunton","VA",2,4,"Democratic-State","Private","south","Non-Gaza Related","No Arrests"
"87",2025-08-29,"virginia beach","va","Virginia Wesleyan University","virginia wesleyan university",NA,"demonstration",NA,"alumni; students","against virgnia wesleyan university changing to Batten University",24,2025,NA,"Chenoweth","Virginia Beach","VA",2,4,"Democratic-State","Private","south","Non-Gaza Related","No Arrests"
"88",2025-08-31,"new brunswick","nj","Rutgers University-New Brunswick","rutgers university-new brunswick",NA,"protest","Students for Justice in Palestine","students","for Rutgers University divesting from Israel; against genocide in Gaza; for Palestinian liberation",NA,2025,NA,"Chenoweth",NA,"NJ",1,4,"Democratic-State","Public","northeast","Gaza Related","No Arrests"
"89",2025-09-01,"cambridge","ma","Harvard University","harvard university",NA,"demonstration","Harvard Faculty and Staff for Justice in Palestine","students; faculty","for academic freedom; for free speech; for the release of Mahmoud Khalil, Alireza Dourodi, and Badar Khan Suri; against deportations",NA,2025,NA,"Chenoweth","Cambridge","MA",2,4,"Democratic-State","Private","northeast","Non-Gaza Related","No Arrests"
"90",2025-09-01,"medford","ma","Tufts University","tufts university",NA,"demonstration",NA,"faculty","for the release of students abducted by the Trump adminstration including Mahmoud Khalil, Badar Khan Suri, and Rumeysa Ozturk; against deportations; against ICE",NA,2025,NA,"Chenoweth","Medford","MA",2,4,"Democratic-State","Private","northeast","Non-Gaza Related","No Arrests"
"91",2025-09-01,"new york","ny","Columbia University in the City of New York","columbia university, manhattan",NA,"demonstration",NA,"faculty","for the release of students abducted by the Trump adminstration including Mahmoud Khalil, Badar Khan Suri, and Rumeysa Ozturk; against deportations; against ICE",NA,2025,NA,"Chenoweth",NA,"NY",2,4,"Democratic-State","Private","northeast","Non-Gaza Related","Arrests"
"92",2025-09-01,"washington","dc","Georgetown University","georgetown university",NA,"demonstration",NA,"faculty","for the release of students abducted by the Trump adminstration including Mahmoud Khalil, Badar Khan Suri, and Rumeysa Ozturk; against deportations; against ICE",NA,2025,NA,"Chenoweth","Washington","DC",2,4,"Democratic-State","Private","south","Non-Gaza Related","No Arrests"
"93",2025-09-02,"hanover","nh","Dartmouth College","dartmouth college","Study In for Palestine","demonstration","Dartmouth New Deal Coalition","students","for divesting Dartmouth College from Israel; for Palestinian liberation",NA,2025,NA,"Chenoweth","Hanover","NH",2,4,"Republican-State","Private","northeast","Gaza Related","Arrests"
"94",2025-09-02,"new york","ny","Columbia University in the City of New York","columbia university",NA,"protest","American Association of University Professors","Columbia University professors","against Columbia University's settlement with the federal government; for free speech",10,2025,NA,"Chenoweth",NA,"NY",2,4,"Democratic-State","Private","northeast","Non-Gaza Related","Arrests"
"95",2025-09-03,"los angeles","ca","University of California-Los Angeles","university of california, los angeles","Fair USC Now","rally","Adjunct Faculty Alliance UAW; USC Researchers and Fellows United; USC-UAW Local 872",NA,"for labor rights; for right to organize and collectively bargain at USC; for unionization of Research Teaching Practitioner and Clinical faculty; against USC blocking RTPC faculty union; for workplace protection",300,2025,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Non-Gaza Related","Arrests"
"96",2025-09-04,"austin","tx","The University of Texas at Austin","university of texas 100-d inner campus drive","Fight Trump’s Agenda! No more deportations","demonstration","Students for a Democratic Society (UT Austin)",NA,"against the University of Texas’s enforcement of the Campus Protection Act (SB 2972), which restricts free expression in common outdoor areas and threatens non-student volunteers (like Street Medics) with trespassing arrests; against undermining students’ rights and campus support networks",70,2025,NA,"Chenoweth",NA,"TX",1,4,"Republican-State","Public","south","Non-Gaza Related","Arrests"
"97",2025-09-04,"northampton","ma","Smith College","smith college campus;43 west street",NA,"demonstration","West Street Tenants Association; Temple climate action; Jewish Voice for Peace; Immigrant Rights Action Group; Law Students for Justice in Palestine; Faculty for Justice in Palestine","Smith College students; workers; tenants","Against steep rent hikes imposed by Smith College and other landlords; for demanding statewide rent control legislation to protect tenants from housing instability and predatory rental practices.",100,2025,NA,"Chenoweth",NA,"MA",2,4,"Democratic-State","Private","northeast","Non-Gaza Related","No Arrests"
"98",2025-09-04,"northhampton","ma","Smith College","smith college",NA,"demonstration",NA,NA,"against the increased cost of rent for Smith College apartments",100,2025,NA,"Chenoweth","Northampton","MA",2,4,"Democratic-State","Private","northeast","Non-Gaza Related","No Arrests"
"99",2025-09-04,"philadelphia","pa","Temple University","temple university 1210 w berks st",NA,"demonstration","Temple Action Solidarity Coalition (TASC)",NA,"Against Temple University’s expansion into local communities that displaces residents; for Palestinian Liberation; Against investment in Israel; for divestment in line with the BDS movement; For climate justice and stronger university action on sustainability; For immigrant rights and protection of immigrant students",50,2025,NA,"Chenoweth",NA,"PA",1,4,"Republican-State","Public","northeast","Gaza Related","No Arrests"
"100",2025-09-05,"boca raton","fl","Florida Atlantic University","florida atlantic university",NA,"march","Voice United",NA,"against campus police partnership with ice; against campus police being able to arrest illegal immigrants",100,2025,NA,"Chenoweth","Boca Raton","FL",1,4,"Republican-State","Public","south","Non-Gaza Related","No Arrests"
"101",2025-09-05,"evansville","in","University of Southern Indiana","university of southern indiana",NA,"demonstration","students demand action","students","against gun violence; for action against gun violence",12,2025,NA,"Chenoweth","Evansville","IN",1,4,"Republican-State","Public","midwest","Non-Gaza Related","No Arrests"
"102",2025-09-05,"iowa city","ia","University of Iowa","university of iowa","Protest for Palestine","rally; march","Iowans for Palestine",NA,"for Palestinian liberation",NA,2025,NA,"Chenoweth","Iowa City","IA",1,4,"Republican-State","Public","midwest","Gaza Related","No Arrests"
"103",2025-09-06,"new york","ny","CUNY Brooklyn College","brooklyn college town hall 2900 bedford ave","Fight Oligarchy","Rally","Zohran Mamdani’s mayoral campaign (NYC)",NA,"For Energizing progressive policies (rent freeze, universal healthcare, affordability, immigrant rights); for mobilizing grassroots support for Mamdani in the NYC mayoral race; Against Oligarchic influence; against  wealthy donors trying to affect political outcomes; against the influence of Trump and powerful elites; against  the firing of adjunct professors allegedly over Palestinian solidarity",1700,2025,NA,"Chenoweth",NA,"NY",1,4,"Democratic-State","Public","northeast","Gaza Related","No Arrests"
"104",2025-09-08,"cambridge","ma","Harvard University","harvard university",NA,"demonstration","Harvard Faculty and Staff for Justice in Palestine","students; faculty","for academic freedom; for free speech; for the release of Mahmoud Khalil, Alireza Dourodi, and Badar Khan Suri; against deportations",NA,2025,NA,"Chenoweth","Cambridge","MA",2,4,"Democratic-State","Private","northeast","Non-Gaza Related","No Arrests"
"105",2025-09-08,"medford","ma","Tufts University","tufts university",NA,"demonstration",NA,"faculty","for the release of students abducted by the Trump adminstration including Mahmoud Khalil, Badar Khan Suri, and Rumeysa Ozturk; against deportations; against ICE",NA,2025,NA,"Chenoweth","Medford","MA",2,4,"Democratic-State","Private","northeast","Non-Gaza Related","No Arrests"
"106",2025-09-08,"new york","ny","Columbia University in the City of New York","columbia university, manhattan",NA,"demonstration",NA,"faculty","for the release of students abducted by the Trump adminstration including Mahmoud Khalil, Badar Khan Suri, and Rumeysa Ozturk; against deportations; against ICE",NA,2025,NA,"Chenoweth",NA,"NY",2,4,"Democratic-State","Private","northeast","Non-Gaza Related","Arrests"
"107",2025-09-08,"washington","dc","Georgetown University","georgetown university",NA,"demonstration",NA,"faculty","for the release of students abducted by the Trump adminstration including Mahmoud Khalil, Badar Khan Suri, and Rumeysa Ozturk; against deportations; against ICE",NA,2025,NA,"Chenoweth","Washington","DC",2,4,"Democratic-State","Private","south","Non-Gaza Related","No Arrests"
"108",2025-09-09,"atlanta","ga","Emory University","emory university","Emory: Hands off DEI","demonstration; protest","Party for Socialism and Liberation","students","against the closing of DEI offices at Emory University; against any cooperation between Emory University and the Trump administration",NA,2025,NA,"Chenoweth","Atlanta","GA",2,4,"Republican-State","Private","south","Non-Gaza Related","Arrests"
"109",2025-09-09,"crookston","mn","University of Minnesota-Crookston","university of minnesota crookston",NA,"demonstration","Teamsters","Unionized university workers","for better wages and working conditions",NA,2025,NA,"Chenoweth",NA,"MN",1,3,"Democratic-State","Public","midwest","Non-Gaza Related","No Arrests"
"110",2025-09-09,"hanover","nh","Dartmouth College","dartmouth college","Study In for Palestine","demonstration","Dartmouth New Deal Coalition","students","for divesting Dartmouth College from Israel; for Palestinian liberation",NA,2025,NA,"Chenoweth","Hanover","NH",2,4,"Republican-State","Private","northeast","Gaza Related","Arrests"
"111",2025-09-09,"morris","mn","University of Minnesota-Morris","university of minnesota morris",NA,"demonstration","Teamsters","Unionized university workers","for better wages and working conditions",NA,2025,NA,"Chenoweth",NA,"MN",1,3,"Democratic-State","Public","midwest","Non-Gaza Related","No Arrests"
